SongNumber,SongID,Title,ArtistName,Duration,Year,AlbumID,AlbumName,ArtistID,ArtistLongitude,ArtistLatitude,ArtistLocation,KeySignature,Tempo,TimeSignature,Loudness,Mode,Segments_nb,Sections_nb,Beats_nb,Bars_nb,Tatums_nb,Artist_Familiarity,Artist_Terms,Danceability,Song_Hotness,Artist_Hotness
3718,"b'SOYJFWA12A58A76CC3'","b'The Painter'","b'Rance Allen Group'",201.27302,2006,33480,"b'Stax Profiles - Rance Allen'","b'AR8ICFK1187FB5A3A0'",-83.04792,42.33168,"b'Detroit MI'",0,100.332,4,-11.202,1,967,9,330,81,1320,0.4285161504605869,18,0.0,0.0,0.26928825735506345
3719,"b'SOPHWSQ12A8C133AE4'","b'Boca Do Balao / Preta Pretinha / Juazeiro'","b'Moraes Moreira'",185.44281,0,141876,"b'Bahi\xc3\xa3o Com H'","b'ARDZJ6H1187FB387F2'",,,"b''",9,145.047,4,-7.498,1,839,7,447,111,894,0.4617414933052843,27,0.0,nan,0.3342524740434901
3720,"b'SOTKSYF12A6D4F6AB4'","b'Zai Ai Shang Ni'","b'Jacky Cheung'",267.44118,0,25086,"b'Qing Bu Jin'","b'ARN3X4T1187B99EA39'",,,"b''",8,148.073,4,-12.299,1,799,12,651,162,1303,0.5463464694583766,21,0.0,nan,0.4137721731378543
3721,"b'SOCTARC12A8C134D12'","b"Don't Stop The Music (Streetlight Album Version)"","b'DeGarmo & Key'",220.02893,0,148156,"b'STREETLIGHT'","b'ARB45GQ1187B98D2B4'",,,"b''",7,161.846,4,-11.462,1,844,11,587,146,1174,0.4211327253844579,12,0.0,nan,0.3188342314584762
3722,"b'SOQGLPH12A8C141089'","b'Memory'","b'Uphill Battle'",210.36363,2002,238883,"b'Blurred 1999-2004'","b'AR0B6VD1187B99C293'",-119.05505,34.47326,"b'Ventura County CA'",8,137.911,5,-6.472,1,639,8,467,93,934,0.4662622096456242,39,0.0,nan,0.3696098345548582
3723,"b'SOBSBCL12A8C136909'","b"Ex's And Oh's (Instrumental Version)"","b'Atreyu'",214.07302,0,290686,"b'A Death - Grip On Yesterday [Instrumental]'","b'ARMOHN71187FB3959F'",-117.76505,33.6671,"b'Orange County CA'",4,160.153,4,-4.964,0,579,9,569,142,1139,0.8218442551240023,20,0.0,0.0,0.5924394855278091
3724,"b'SOBJJEX12A8C13ACDC'","b'I Need Love'","b'Usher'",32.41751,1999,294868,"b'Live'","b'ARPDVPJ1187B9ADBE9'",,,"b'Atlanta GA'",5,118.237,1,-14.434,1,100,3,63,63,189,0.8564489236516379,36,0.0,nan,0.854637828218057
3725,"b'SOAKUXB12AB018230A'","b'Chaco (Album Version)'","b'Grant Geissman'",307.40853,1993,460993,"b'Rustic Technology'","b'ARIN12F1187FB3E92C'",-89.60586,30.24216,"b'PEARLINGTON Mississippi'",0,192.301,3,-11.143,0,1445,13,971,322,1942,0.4229713078848842,16,0.0,0.0,0.31724842518014
3726,"b'SOYYIZT12A8C1408CA'","b'Next Year'","b'Foo Fighters'",274.65098,1999,372337,"b'Skin And Bones'","b'AR6XPWV1187B9ADAEB'",,,"b'Seattle WA'",7,173.983,4,-4.203,1,801,9,790,197,1581,0.8392753929272774,24,0.0,0.8043189455143651,0.5507620846559074
3727,"b'SOGLEIQ12A6D4F856D'","b'The Last Thing On My Mind (Previously Unissued)'","b'Noel Harrison'",157.09995,0,33356,"b'Life Is A Dream [Digital Version]'","b'ARPGQ9A1187FB4D0AD'",,,"b''",11,176.761,4,-15.717,1,589,8,446,111,891,0.4250091753028466,15,0.0,nan,0.32980526364083296
3728,"b'SOJMOQU12AC468B167'","b'Ladder Of Success'","b'Skeeter Davis'",128.67873,0,788125,"b'Let Me Get Close To You (With Bonus Tracks)'","b'ARDY3451187B9A0226'",-84.59431,38.68193,"b'Dry Ridge KY'",3,134.931,1,-8.46,1,422,6,286,286,572,0.6038391696904002,43,0.0,0.5187598979970994,0.39579127377388607
3729,"b'SOXIZCU12A8C1440A1'","b'Never Again'","b'Kelly Clarkson'",368.92689,2007,524674,"b'Dance Vault Mixes - Never Again'","b'ARJGIOD1187B9AE920'",,,"b''",5,131.991,5,-7.562,0,1528,14,793,157,1587,0.686812987090813,18,0.0,nan,0.684478823308873
3730,"b'SOPOJVI12A58A7E706'","b'Jam 4 U'","b'Redman'",185.83465,1992,8566,"b'Whut? The Album'","b'ARXWAQQ1187B9AE954'",,,"b'Newark NJ'",0,94.146,4,-7.184,1,834,6,298,70,596,0.7431297761478142,12,0.0,0.6710405679094954,0.49356684269655965
3731,"b'SOBSNOJ12A58A79522'","b'Real Playaz'","b'3 Way Funk'",210.25914,0,720441,"b'3 Way Funk'","b'ARCIXWX1187FB4F1DF'",-122.42005,37.77916,"b'California - SF'",7,190.14,4,-6.027,1,1025,12,664,165,1328,0.629089814035632,13,0.0,0.0,0.26921295113639365
3732,"b'SOKQAEZ12A8C133D8F'","b'Everybody Wants To Go To Heaven'","b'Freddie Roulette'",232.85506,0,246262,"b"Back In Chicago: Jammin' with Willie Kent and the Gents"","b'ARRHLSD11F4C845076'",-89.50409,39.73926,"b'Illinois'",2,103.064,1,-12.004,1,838,9,396,396,792,0.3643453511681014,6,0.0,nan,0.319234085010513
3733,"b'SOYRIEN12AB0184D7B'","b'In A Village Square'","b'JennyAnyKind'",224.80934,0,539081,"b'I Need You'","b'ARGSJW91187B9B1D6B'",-80.01955,35.21962,"b'North Carolina'",6,169.991,4,-10.824,0,984,13,629,156,1259,0.3600311664643514,51,0.0,nan,0.29626895431146333
3734,"b'SOXPCVS12A8AE4892F'","b'Yo Te Camelo'","b'Los Rumberos Catalanes'",140.19873,0,378032,"b'Oh Capicua'","b'ARRKDGI122988FCC3C'",,,"b''",8,66.064,4,-15.933,1,650,6,150,36,748,0.35033362216569913,4,0.0,nan,0.2093452843274669
3735,"b'SOGKLVR12A6BD550C7'","b'Borgia Liquor'","b'Jerry Lewis'",132.98893,0,72563,"b'Phoney Phone Calls 1959-1972'","b'ARV21JS1187B99E516'",-74.17418,40.73197,"b'Newark NJ'",4,122.786,1,-17.399,0,459,5,268,268,268,0.47482940689326686,17,0.0,nan,0.2969556817997762
3736,"b'SOKHSHK12AB017BBDC'","b'Intro'","b'Lou Reed'",111.15057,0,326964,"b"Berlin: Live at St. Ann's Warehouse"","b'ARO5T1P1187B9AC680'",-73.94888,40.65507,"b'Brooklyn New York'",7,65.896,4,-23.367,1,236,4,123,28,244,0.8106969830715695,12,0.0,0.46054128135865785,0.4819758491535272
3737,"b'SOBHLPN12AB01822EB'","b'Gin House Blues'","b'Bessie Smith'",195.70893,2007,443467,"b'Bessie Smith'","b'ARYYCVC1187B9A8510'",-85.30946,35.04644,"b'Chattanooga TN'",11,75.316,1,-21.782,0,502,7,244,244,487,0.6375210504152117,48,0.0,nan,0.4047980682617259
3738,"b'SOEYQZU12AB018DDB3'","b'En silence'","b'Alain-Fran\xc3\xa7ois'",213.99465,0,680677,"b'Alain-Fran\xc3\xa7ois'","b'ARWNTXK11EBCD7BBFB'",,,"b''",5,160.046,3,-6.523,1,659,11,564,187,1128,0.38031705571596447,1,0.0,nan,0.30091842861713314
3739,"b'SODLJKB12AB01871D6'","b'The Healer'","b'Death SS'",258.29832,2006,715262,"b'The 7th Seal'","b'ARPKLK81187FB42AC9'",12.90542,43.91253,"b'Pesaro Italy'",3,102.126,4,-7.009,0,692,12,446,110,891,0.48440912262498836,42,0.0,0.26695518627553855,0.4501290484177503
3740,"b'SOGQNAM12A6D4F895E'","b'Duo Liu Yi Hui'","b'Daniel Chan'",222.14485,0,46475,"b'Bi Wo Xing Fu'","b'AR0DQEE1187B9A22DC'",,,"b''",5,161.986,4,-9.162,1,753,13,595,148,1190,0.44181643919902075,12,0.0,nan,0.3171853345648834
3741,"b'SORFRSB12A8C13DB7F'","b'Rock Me (Live In Boston_ 1970) (1st Show)'","b'The Doors'",434.15465,0,114501,"b'Live In Boston 1970'","b'ARUGU0E1187B9B30F6'",-118.24532,34.05349,"b'Los Angeles California United States'",2,86.051,3,-12.869,1,1164,16,625,204,1250,0.8768299271821302,23,0.0,nan,0.584116573123994
3742,"b'SOFGSDC12A8C140592'","b'De Mi Enamorate'","b'Dyango'",246.09914,0,373623,"b'Por Una Noche M\xc3\xa1s'","b'ARPCDZM1187B996876'",-71.71818,42.18419,"b'Massachusetts'",2,99.003,4,-9.088,1,767,9,399,99,797,0.47811909129075403,27,0.0,0.0,0.3450458228586553
3743,"b'SOSEQWD12A81C21F43'","b'All My Life (LP Version)'","b'Venice'",301.08689,1990,133232,"b'Venice'","b'ARYI8NC1187B994FE9'",-71.6342,44.00118,"b'New Hampshire USA'",0,104.556,4,-8.38,1,1215,9,523,130,2089,0.5889595718963023,48,0.0,0.0,0.33124182407734337
3744,"b'SOATRAN12AC3DF9F6B'","b'The Windsor Tap Recap'","b'Cotton Candy'",149.9424,0,777566,"b'Top-Notch & First-Rate'","b'ARH0ZIQ1187B99EC94'",-122.42005,37.77916,"b'California - SF'",9,106.836,1,-11.052,0,434,6,266,266,532,0.5590884691695681,14,0.0,nan,0.40105064610355906
3745,"b'SOBAAER12A8C13A83C'","b'Rock Star'","b'Agnostic Front'",94.6673,1999,205410,"b'Riot_ Riot_ Upstart'","b'AR0O3AV1187FB4D030'",-74.00712,40.71455,"b'New York NY'",9,116.438,1,-3.199,0,345,4,181,181,362,0.7014417589824127,15,0.0,0.6622511543018803,0.5043077259823238
3746,"b'SOUOVZX12AB018A15C'","b"Beginner's Luck"","b'Frank Chacksfield'",108.61669,0,582102,"b'Windsor Strings'","b'AR0G47L1187B98CC6D'",0.48883,50.91552,"b'Battle Sussex England'",8,84.789,1,-19.634,1,338,7,146,146,292,0.44625666654061785,20,0.0,nan,0.3463575222425513
3747,"b'SOMQUCX12A6D4F89B6'","b'Terminus'","b'Photek'",326.922,2000,29172,"b'Solaris'","b'ARKQ6QN1187B9B016D'",1.14378,52.05777,"b'Ipswich England'",9,104.98,4,-7.272,1,1468,7,560,139,2238,0.6454264992871335,47,0.0,0.6014710267758299,0.4387791606450403
3748,"b'SOLZGRF12AB018824F'","b'Poultry in the Parlour / Rolling the Ryegrass'","b'S\xc3\xa9amus Egan'",198.84363,0,668028,"b'In Your Ear'","b'ARB06Z71187B99049A'",,,"b''",9,201.512,1,-13.152,1,1074,12,650,650,1300,0.4771800087520739,17,0.0,nan,0.32795475415321146
3749,"b'SOTQKLJ12AF72A9260'","b'The Devil\x19s Crown'","b'KRS-One'",256.57424,0,92151,"b'We Will Rock You'","b'AR2SGQW1187B9B9E7C'",,,"b''",1,146.06,4,-7.618,1,938,8,600,149,1201,0.7302463186126901,44,0.0,nan,0.5204895709802003
3750,"b'SOMTUMT12A67ADAE76'","b'Life In Line'","b'The Last Days Of Jesus'",209.55383,2004,66510,"b'Alien Road'","b'ARMDE3V1187FB3EEFB'",,,"b''",8,125.126,4,-6.248,1,707,12,428,106,855,0.5237035972040383,34,0.0,0.40148671142756037,0.3543073532757172
3751,"b'SOZLTVI12A6D4F77B8'","b"Don't Want To"","b"Lil' Romeo"",211.82649,0,22460,"b"Lil' Romeo"","b'ARC41BF1187B98ECBB'",,,"b''",11,95.991,4,-7.076,1,811,9,343,82,686,0.5667233827038863,12,0.0,nan,0.33759391047958404
3752,"b'SOOHXAA12AB018A1D2'","b'Heartbreaker'","b'Ray Charles'",170.00444,0,568216,"b'When Jazz Was King'","b'AR20CFC1187B98A25D'",,,"b'Washington'",1,154.332,4,-8.733,1,596,9,446,110,446,0.7599125263343521,29,0.0,nan,0.6732072749561442
3753,"b'SOCSOYD12A8C13AF1B'","b'The Beginning (Giro E Giro Mix)'","b'Seal'",368.06485,1991,7321,"b'The Beginning'","b'ARAIABB1187B9AC6E2'",,,"b'Paddington London England'",6,123.795,4,-12.1,1,1961,15,749,186,1497,0.5673132241223214,38,0.0,nan,0.5800131829395042
3754,"b'SOXSPQZ12AB01832BA'","b"Sur L'autre rive"","b'Annie Blanchard'",260.80608,2007,648890,"b"Sur l'autre rive"","b'ARO762K1187FB46BCD'",,,"b''",0,101.868,3,-11.841,1,763,10,434,142,868,0.4797352392070569,4,0.0,0.2244905180055423,0.35245961591753205
3755,"b'SOFVXSY12A6D4F8571'","b'Sparrow (Remastered Album Version)'","b'Noel Harrison'",166.73914,0,33356,"b'Life Is A Dream [Digital Version]'","b'ARPGQ9A1187FB4D0AD'",,,"b''",10,146.688,4,-12.876,1,529,8,394,98,789,0.4250091753028466,15,0.0,0.0,0.32980526364083296
3756,"b'SOQBKRM12A8C13E97C'","b'Dear Friend'","b'Shunza'",278.38649,0,270025,"b'Day & Night ... My Favorite Shunza'","b'ARGWLJT12086C14A09'",,,"b''",6,141.733,4,-8.737,1,753,14,641,158,1281,0.11454804617962795,14,0.0,nan,0.0
3757,"b'SOQLNEY12B0B8062FA'","b'Dancing Shoes'","b'Arctic Monkeys'",141.13914,2004,443784,"b"Whatever People Say I Am_ That's What I'm Not"","b'ARM0P6Z1187FB4D466'",,,"b'Sheffield South Yorkshire Engla'",1,144.955,4,-4.526,1,514,8,336,83,673,0.816596710223241,20,0.0,nan,0.5536612332977672
3758,"b'SOOCPZM12A8C1379F0'","b'Morgane regarde le ciel'","b'SANSHIRO'",272.95302,0,92906,"b'Chansons pour qui?'","b'ARJSPWK12454A4CB28'",,,"b''",5,147.395,4,-10.267,1,963,10,641,159,1282,0.3596382857055958,5,0.0,nan,0.0
3759,"b'SOLQIRG12A8AE47400'","b"Don't Let Go"","b'Kofi'",231.33995,0,785963,"b'Lovers Lounge Venue 7'","b'ARHB1961187B9B1732'",-118.24532,34.05349,"b'California - LA'",0,59.957,1,-10.258,1,1082,10,230,230,1149,0.5693296873667095,19,0.0,0.24047374606428715,0.39488108337774364
3760,"b'SODSJMD12A58A79533'","b'Freak Out'","b'Erick Sermon'",187.42812,0,285051,"b'Double Or Nothing'","b'AROLNOH1187FB39845'",,,"b''",6,88.878,4,-8.821,1,902,7,281,67,561,0.5779737529033651,45,0.0,0.5946794489150473,0.3683367822461324
3761,"b'SOGPNMB12A8C141375'","b'Photographs'","b'James Newton Howard'",54.96118,1999,314532,"b'The Sixth Sense'","b'ARSZIBW1187B994053'",,,"b''",2,189.037,3,-37.456,0,93,3,160,52,160,0.6113815948790435,41,0.0,0.4330050772745855,0.4453218782746221
3762,"b'SOMBYVD12AB01884BE'","b'Dede De Montmartre'","b'Albert Pr\xc3\xa9jean'",169.482,0,575281,"b"Chansons D'Amour"","b'AR1206S1187B9AF3EA'",,,"b''",3,210.636,3,-20.754,1,740,7,583,194,1165,0.29343300690318147,4,0.0,nan,0.0
3763,"b'SOMWYRR12A8C143501'","b'Paid Vacation'","b'Circle Jerks'",88.89424,1980,611163,"b'Group Sex'","b'ARNFTGS1187B9A465F'",-118.24532,34.05349,"b'California - LA'",1,156.605,1,-7.545,1,364,6,223,223,446,0.666522676566775,14,0.0,0.7795271682900937,0.4140794730317521
3764,"b'SOEPOUR12A58A7839C'","b'Just A Pair Of Blue Eyes'","b'Tex Williams'",147.82649,0,238210,"b'Smoke! Smoke! Smoke!'","b'ARPFKK81187B99878D'",-89.10827,39.14465,"b'Ramsey Fayette County IL'",0,168.879,4,-15.965,1,526,8,404,100,809,0.4258833216131893,16,0.0,nan,0.31364777110715686
3765,"b'SOTRCOC12A6D4F868C'","b'No Me Llores M\xc3\xa1s'","b'Sierra Maestra'",318.56281,1994,270297,"b'\xc2\xa1Dundunbanza!'","b'ARGUVEV1187B98BA17'",,,"b''",2,117.766,1,-10.11,0,1249,11,610,610,1221,0.5015447771039371,32,0.0,0.0,0.39273367554668775
3766,"b'SOPHADT12A8C14245D'","b'Bad Boy Willie'","b'Gene Simmons'",112.06485,0,375621,"b'Haunted House:The Complete Gene Simmons on Hi Records'","b'ARBXVFV1187B99AA63'",,,"b'Haifa Israel'",0,140.148,4,-11.603,0,429,6,254,63,507,0.55653108626073,36,0.0,nan,0.370138414325543
3767,"b'SOJEUHQ12A6D4FC92D'","b"Tonight It's Just Me"","b'Amber Nicholson'",252.55138,0,177276,"b'Places We Go Through'","b'ARZCTTD1241B9CD9DD'",,,"b''",8,95.061,4,-8.669,1,689,13,393,97,786,0.3032837964489292,3,0.0,0.27074649435019904,0.0
3768,"b'SOFKBNW12A8C13E536'","b'Cover For Me'","b'Freddie McGregor'",249.18159,0,110112,"b'Anything For You'","b'ARX5XTP1187FB3D8CC'",,,"b''",4,92.972,4,-7.423,0,965,9,384,95,769,0.596895543228286,40,0.0,nan,0.36595104765366643
3769,"b'SOWRMRV12A8C13E406'","b'Amie'","b'Lonestar'",245.7073,1997,303735,"b'Crazy Nights'","b'ARJ6GR01187B98D64D'",,,"b''",9,92.025,3,-7.786,1,851,8,370,123,741,0.7534756203464839,12,0.0,0.30416950343527516,0.5299151214952006
3770,"b'SOYDYJV12A8C13B5CC'","b'No Stopping Us [Eagles Ballroom Live Version]'","b'Jason Mraz'",369.94567,0,110171,"b'Tonight_ Not Again: Jason Mraz Live At The Eagles Ballroom'","b'ARML3X41187FB35F2E'",,,"b''",1,119.234,4,-4.196,1,1100,13,745,185,1491,0.8429721082595102,13,0.0,0.7001520951218247,0.7934126227628732
3771,"b'SOXQTLK12AB018A1D9'","b'(Et puis) Elle allait'","b'La Berg\xc3\xa8re'",243.80036,0,669693,"b"Fi de l'eau"","b'ARDITLE1187B9B5B4B'",,,"b''",7,123.437,1,-11.451,0,762,10,480,480,960,0.4210598135709567,6,0.0,nan,0.0
3772,"b'SOYIUJK12A8AE46346'","b'Each Time I Think Of You'","b'CoCo Lee'",264.01914,0,279684,"b'COCO 1994-2008 Best Collection'","b'ARWENXU12454A2DE56'",,,"b''",5,146.284,4,-8.414,1,879,9,647,161,647,0.47348693634471306,39,0.0,nan,0.2193695749122827
3773,"b'SOBUUHE12A8C143DD8'","b"What's Love Got to Do With It"","b'The Chap'",216.2673,2008,314575,"b'Proper Rock'","b'AROJAG11187B9B71A3'",-0.12714,51.50632,"b'London'",4,181.863,4,-7.507,0,970,9,653,163,1305,0.612657823642785,48,0.0,0.39200877147130697,0.457611173992295
3774,"b'SODIYIX12A6D4F514F'","b'Amigo m\xc3\xado'","b'Memphis La Blusera'",221.64853,2001,33071,"b'Angelitos Culones'","b'ARJ3VRY1187B9A3058'",,,"b''",7,132.023,4,-6.246,1,794,10,479,119,479,0.472247769436684,19,0.0,0.21204540548371908,0.3167245506978163
3775,"b'SOJYNKH12A8C13A0D6'","b'Take This Trail Trip Beside Me (The Best Of Janet Paschal)'","b'Janet Paschal'",213.78567,0,106245,"b'The Best Of Janet Paschal'","b'ARKYI5T1187B99334F'",-80.01955,35.21962,"b'North Carolina'",4,146.807,3,-9.793,1,667,9,509,169,1017,0.3825466666239224,16,0.0,0.2642229797786855,0.33513806449963085
3776,"b'SOPGSBP12A6701F741'","b'Guard Your Grill (LP Version)'","b'Naughty By Nature'",279.90159,0,13395,"b"Greatest Hits: Naughty's Nicest"","b'AR1ZYLH1187B98C159'",,,"b'East Orange NJ'",6,93.925,4,-7.805,1,1442,11,438,108,1751,0.6797481414439356,14,0.0,nan,0.45859540287695577
3777,"b'SONUSEX12AB0180235'","b'Joe Sent Me'","b'Vanessa Daou'",225.59302,0,409164,"b'Joe Sent Me'","b'ARZFRQM1187B9A9772'",,,"b''",10,86.743,1,-11.642,0,864,12,323,323,967,0.5708253226408206,27,0.0,0.0,0.40358823765010066
3778,"b'SOQTJWB12A670218FD'","b'Herb Philbrick - Counter Spy ( LP Version )'","b'Bob Newhart'",72.33261,1961,12546,"b'Behind The Button-Down Mind Of Bob Newhart'","b'ARJDWEA1187B9B676F'",,,"b''",10,133.721,3,-12.043,1,257,4,156,51,313,0.44386507498391775,28,0.0,nan,0.37291068075811923
3779,"b'SOSZHRE12AB018BB5F'","b'Shake It Up (Album Version)'","b'Boney James And Rick Braun'",243.48689,2000,765824,"b'Shake It Up'","b'AR6U4801187B9A8C45'",,,"b''",9,96.136,3,-5.58,1,1078,8,383,127,1533,0.32817999130716274,21,0.0,0.0,0.20103719532075376
3780,"b'SOOYRFK12A6D4FB5CA'","b'We Meet at Last'","b'Liquid Stranger'",551.54893,2007,228539,"b'Bliminal'","b'ARD4KNM1187FB3626A'",,,"b''",5,93.328,4,-11.582,1,2606,14,848,211,2545,0.5401230261866196,36,0.0,0.38293509007501925,0.37620092878088907
3781,"b'SOONKTB12AC3DFA982'","b'I\x19ve Got Confidence'","b'Andrae Crouch'",174.602,0,603302,"b"Keep On Singin'"","b'AR8I87E1187FB57E2E'",-118.4164,34.26624,"b'Pacoima CA'",7,164.647,1,-4.101,1,681,7,472,472,944,0.45240058187088594,15,0.0,nan,0.40146205320734124
3782,"b'SOTBQVH12A58A7B6C7'","b'Help Youngblood Get To the Freaky Party'","b'Teena Marie'",345.67791,1984,282364,"b'Starchild'","b'ARMIMHT1187B98F038'",,,"b'Santa Monica CA'",6,99.978,3,-12.23,0,1581,13,574,191,2299,0.6214143284038942,46,0.0,0.26695518627553855,0.44393019272579715
3783,"b'SOEHUNR12AB017C920'","b'The Song From Moulin Rouge'","b'Percy Faith And His Orchestra'",220.15955,1953,493219,"b'The Fabulous Fifties Vol 6'","b'ARKXLIJ1187B9A4C54'",,,"b''",7,55.233,4,-14.837,0,527,9,200,38,798,0.43763471807167803,14,0.0,nan,0.36134021043150916
3784,"b'SOLBDUG12AB0183A49'","b'Mon coeur balance'","b'Daouda'",208.37832,0,488730,"b'Daouda et sa guitar'","b'ARMW52H1187B98C835'",,,"b''",2,104.72,4,-10.466,1,1199,11,359,89,1438,0.3814631016148351,20,0.0,nan,0.27974359137207744
3785,"b'SOFVVWJ12AB0183B6A'","b'Passo De Anjo'","b'Spok Frevo Orquestra'",269.73995,2007,556611,"b'Passo De Anjo Ao Vivo'","b'ARMQUTT12086C12BF5'",,,"b''",2,71.156,4,-6.719,1,901,8,318,74,955,0.4342414073613075,11,0.0,nan,0.28398794931023297
3786,"b'SOLBPPU12AB0187DD7'","b'D Solo'","b'Ace Da Vinci'",269.68771,0,674944,"b'Black Chicago'","b'ARKJWYK1269FCD1A1C'",,,"b''",11,211.059,4,-9.255,1,1116,12,940,234,940,0.3058096313361233,4,0.0,0.0,0.2832302740641274
3787,"b'SOIUEQG12A8C134F30'","b"We're New Yorkers Now!"","b'Marc Shaiman'",154.122,1999,188216,"b'The Out of Towners'","b'AR8IEZO1187B99055E'",,,"b''",2,131.615,4,-17.548,1,345,9,320,79,640,0.5100108708258073,34,0.0,nan,0.37844273654461713
3788,"b'SOEVIQU12A8C134A62'","b'Andante Cantabile (String Quartet No 1 In D Major'","b'Academy/Marriner'",377.10322,0,152395,"b'The Best Of The Academy'","b'ARXZAV31187FB3CE61'",,,"b''",10,118.712,3,-29.793,1,836,13,720,237,720,0.4962684128679683,26,0.0,nan,0.34798308821453866
3789,"b'SOJXOVT12AB018581C'","b"Let's Fall In Love This Christmas"","b'John Berry'",239.20281,0,557587,"b'Celebrate This Christmas'","b'AR7SF1N1187B9A91D1'",-81.72239,33.56173,"b'Aiken SC'",7,126.533,4,-8.139,1,798,10,485,120,970,0.5660139535453025,16,0.0,0.2554967787540802,0.46377172246336257
3790,"b'SOJHMFW12B0B80B79B'","b'Shadrach'","b'Beastie Boys'",247.7971,1989,23876,"b"Paul's Boutique"","b'ARLHO5Z1187FB4C861'",,,"b'New York NY'",9,100.788,4,-15.059,1,1283,12,416,103,1665,0.8531245232756404,37,0.0,nan,0.5916280240080216
3791,"b'SOUYILL12A8C139933'","b'Everyone says i love you'","b'The Marx Brothers'",179.12118,0,263884,"b'Sing & play'","b'ARCII0J1187FB3A1B4'",-74.00712,40.71455,"b'New York City New York'",7,172.809,3,-24.838,0,624,11,510,169,1021,0.4234013772561962,17,0.0,nan,0.37565282400247096
3792,"b'SOPTOKV12AAF3B5233'","b'Boxed In (Subzero)'","b'Hatebreed'",179.17342,2009,739881,"b'For The Lions'","b'ARPKATM1187B9B76E6'",-72.92496,41.30711,"b'New Haven CT'",0,136.021,4,-4.011,1,698,8,389,96,779,0.8327574313141051,17,0.0,0.5537788460632537,0.5463837481981597
3793,"b'SORYEAW12AB0184D51'","b"I'm Your Boogie Man"","b'Cool Connection'",274.31138,0,803194,"b"I'm Your Boogie Man / Rotation"","b'ARBNYIE12802FDE477'",,,"b''",0,119.957,4,-10.66,1,1335,9,540,134,1080,0.0921250734123447,4,0.0,nan,0.0
3794,"b'SOKNKAU12A58A7A70B'","b'Tastes So Good To Me'","b'Cross Country'",189.962,2009,473726,"b'Cross Country'","b'ARN1J741187B99EFB9'",-121.07887,38.8962,"b'Auburn CA'",3,185.623,4,-8.165,1,702,12,567,141,1134,0.37519566432187923,10,0.0,0.0,0.3557078670042176
3795,"b'SOPLCEU12AB018795B'","b'Gud Har Ein Plan Med Ditt Liv'","b'Mons Leidvin Takle'",208.32608,0,662047,"b'Tro_ H\xc3\xa5p & Kj\xc3\xa6rlighet'","b'ARSS1OZ1187FB54440'",,,"b''",5,83.057,4,-9.823,1,633,9,288,66,576,0.22172607818607498,8,0.0,0.0,0.28240219935191896
3796,"b'SORNNLK12A8C1351A6'","b'Nuits Orientales'","b'Jack Miles'",174.34077,0,87757,"b'Around the World'","b'ARFPVJN11F50C482EC'",,,"b''",7,120.005,4,-6.309,1,785,5,285,70,1138,0.31248810491429735,1,0.0,0.20228308212741833,0.24436725791777278
3797,"b'SOOMISZ12A58A7CAF1'","b'Poezie De Strada / Street Poetry'","b'Bug Mafia'",279.77098,0,98843,"b'Viata Noastra Vol 1 / Our Life Vol 1'","b'ARMJMBJ1187B98C46F'",,,"b''",1,186.006,4,-5.121,1,1368,13,854,213,1707,0.56644265486198,11,0.0,0.0,0.44400944315889157
3798,"b'SOEZQXE12AF72ACC54'","b'Junge R\xc3\xb6mer'","b'Falco'",271.09832,1991,315993,"b'Donauinsel Live'","b'AR5DXUU1187B9B0E42'",16.3688,48.20254,"b'Vienna Austria'",8,112.352,5,-5.928,1,891,8,505,100,1010,0.6744647047022475,47,0.0,nan,0.48578160227478057
3799,"b'SOKQFBG12AB0181409'","b'Dark Horse'","b'Converge'",174.75873,2009,620633,"b'Axe To Fall'","b'ARYOPH81187B98AEED'",-73.94888,40.65507,"b'Boston Brooklyn USA'",1,156.924,4,-3.373,1,419,11,442,108,885,0.8105062052254818,65,0.0,0.7489605697326203,0.5311570630615232
3800,"b'SOWMWMK12A6BD4F3AC'","b'Blood On The Snow'","b'Drexel'",226.32444,0,71767,"b'TheBloodyTransylvaniaStreetMachine'","b'AR0XJ291187FB45855'",-84.19444,39.75911,"b'Dayton Ohio'",4,137.333,1,-9.053,0,674,8,512,512,1024,0.46480772620379296,18,0.0,0.0,0.3670667055472891
3801,"b'SOSIXKT12A8C13FC8C'","b'The Kiss: Golden Coins'","b'Philip Glass'",161.51465,0,609374,"b'Philip Glass: Undertow'","b'ARLIIVS1187FB5583B'",-76.6096,39.29055,"b'Baltimore MD'",8,120.003,3,-26.597,1,317,9,309,102,619,0.7113800959726605,23,0.0,nan,0.4662243003452983
3802,"b'SOTSIIH12A8C13A516'","b'Poes\xc3\xada De Amor'","b'Caf\xc3\xa9 Quijano'",262.37342,1998,212218,"b'Caf\xc3\xa9 Quijano'","b'ARAIJG51187B9B97A4'",,,"b''",11,102.677,4,-9.37,0,1048,9,435,107,1306,0.5516825262838522,24,0.0,0.4051157216913865,0.35233866791450225
3803,"b'SOMOMNY12A8C14549F'","b'Frente A Tu Altar'","b'Gran Coquivacoa'",185.0771,0,379460,"b'Soy Zuliano'","b'ARRXPRY1187B9A8B34'",,,"b''",6,81.255,4,-8.914,0,846,9,246,61,984,0.4213760602232756,6,0.0,nan,0.3665278019554403
